Date,Value
12/15/15,23.87014953
12/14/15,29.58845694
12/13/15,39.16362663
12/12/15,10.86002835
12/11/15,23.72952008
12/10/15,48.13761535
12/9/15,20.82275583
12/8/15,45.69540227
12/7/15,31.51793422
12/6/15,30.02228729
12/5/15,38.05254889
12/4/15,34.22918839
12/3/15,31.22650175
12/2/15,44.46534655
12/1/15,24.36082191
11/30/15,22.93950347
11/29/15,45.97068515
11/28/15,45.18034684
11/27/15,27.34661029
11/26/15,13.15802357
11/25/15,29.55112971
11/24/15,36.70545156
11/23/15,57.55025525
11/22/15,60.40547964
11/21/15,48.22746061
11/20/15,16.83983121
11/19/15,13.63602406
11/18/15,15.83694421
11/17/15,11.78079663
11/16/15,14.45240588
11/15/15,15.31471927
11/14/15,19.36099796
11/13/15,16.91308784
11/12/15,12.82320998
11/11/15,11.1430327
11/10/15,12.31384841
11/9/15,18.98447963
11/8/15,13.45535626
11/7/15,12.16658698
11/6/15,11.4527346
11/5/15,8.769996179
11/4/15,7.866297949
11/3/15,8.391503431
11/2/15,18.55988586
11/1/15,23.01664404
10/31/15,14.87833823
10/30/15,14.28369384
10/29/15,14.12271014
10/28/15,12.16119576
10/27/15,11.31603323
10/26/15,11.86424275
10/25/15,11.77760591
10/24/15,12.15335878
10/23/15,12.99080258
10/22/15,14.05607305
10/21/15,12.35112804
10/20/15,12.13893431
10/19/15,19.2328925
10/18/15,14.11236949
10/17/15,12.78481916
10/16/15,10.95568514
10/15/15,15.92321236
10/14/15,12.57722366
10/13/15,11.20541702
10/12/15,11.55800144
10/11/15,20.09440888
10/10/15,12.70942492
10/9/15,19.4708935
10/8/15,28.97903313
10/7/15,14.31565396
10/6/15,11.89791525
10/5/15,11.67591168
10/4/15,10.86073367
10/3/15,11.53149709
10/2/15,17.49001472
10/1/15,17.63849177
9/30/15,14.3109037
9/29/15,14.81605039
9/28/15,12.63846259
9/27/15,15.10009864
9/26/15,11.95217831
9/25/15,13.11431869
9/24/15,8.45213526
9/23/15,25.47399228
9/22/15,16.68852996
9/21/15,27.2326262
9/20/15,15.3818821
9/19/15,18.80197627
9/18/15,14.32665298
9/17/15,21.38328752
9/16/15,14.84361506
9/15/15,13.21796346
9/14/15,10.85027907
9/13/15,11.89330817
9/12/15,8.913349607
9/11/15,19.36984056
9/10/15,13.39813975
9/9/15,14.51259349
9/8/15,10.3012154
9/7/15,8.490657978
9/6/15,11.07941163
9/5/15,9.915080523
9/4/15,11.97348718
9/3/15,11.73699489
9/2/15,11.61066386
9/1/15,15.93154813
8/31/15,13.70479671
8/30/15,11.05326872
8/29/15,12.5265681
8/28/15,15.13362529
8/27/15,17.92981191
8/26/15,11.90007835
8/25/15,9.002242608
8/24/15,16.2196565
8/23/15,12.026985
8/22/15,18.30906712
8/21/15,32.70790477
8/20/15,17.33162467
8/19/15,15.39044673
8/18/15,37.32133303
8/17/15,44.58564411
8/16/15,22.61436515
8/15/15,53.26296137
8/14/15,28.08470844
8/13/15,26.86359578
8/12/15,23.47634519
8/11/15,37.21879164
8/10/15,34.2681075
8/9/15,31.30053996
8/8/15,29.91944449
8/7/15,25.19160766
8/6/15,28.19766608
8/5/15,36.92597211
8/4/15,35.0235526
8/3/15,31.25005133
8/2/15,38.69255254
8/1/15,25.26163049
7/31/15,25.96960362
7/30/15,20.80657712
7/29/15,21.20863077
7/28/15,22.76121953
7/27/15,18.99527483
7/26/15,22.15797381
7/25/15,19.75619975
7/24/15,17.10585986
7/23/15,27.82885001
7/22/15,20.66332918
7/21/15,28.05423942
7/20/15,20.22653796
7/19/15,24.2284379
7/18/15,16.75989235
7/17/15,16.82139211
7/16/15,11.63343869
7/15/15,30.08234142
7/14/15,20.05182417
7/13/15,7.76135886
7/12/15,12.31211524
7/11/15,14.34177178
7/10/15,14.63896866
7/9/15,17.01084226
7/8/15,15.49085416
7/7/15,20.98643223
7/6/15,14.6163364
7/5/15,14.10916176
7/4/15,23.36966037
7/3/15,28.53135449
7/2/15,24.43448962
7/1/15,15.9329256
6/30/15,16.71295362
6/29/15,16.74889541
6/28/15,20.27334091
6/27/15,26.45600751
6/26/15,60.01183064
6/25/15,38.29371974
6/24/15,30.39668835
6/23/15,46.34462326
6/22/15,38.00376617
6/21/15,61.82010601
6/20/15,36.16797876
6/19/15,69.30921781
6/18/15,24.56233691
6/17/15,20.17498859
6/16/15,20.34502037
6/15/15,21.94450139
6/14/15,34.21101531
6/13/15,51.41386669
6/12/15,42.99562149
6/11/15,41.00640386
6/10/15,39.18580937
6/9/15,23.92389711
6/8/15,28.0170731
6/7/15,42.75258699
6/6/15,45.83655484
6/5/15,27.07696585
6/4/15,41.35793973
6/3/15,43.78159799
6/2/15,28.07263988
6/1/15,22.47995493
5/31/15,40.72782691
5/30/15,38.54226691
5/29/15,31.65150741
5/28/15,34.27151595
5/27/15,25.15308952
5/26/15,20.84266373
5/25/15,33.30622403
5/24/15,35.99837339
5/23/15,35.31298317
5/22/15,25.5712613
5/21/15,35.75477157
5/20/15,23.88608478
5/19/15,28.95137251
5/18/15,32.07132921
5/17/15,33.5815377
5/16/15,34.60430559
5/15/15,28.12484408
5/14/15,20.13737195
5/13/15,33.00721198
5/12/15,20.73080533
5/11/15,22.63869125
5/10/15,35.56723898
5/9/15,23.60033104
5/8/15,16.13758697
5/7/15,18.82349562
5/6/15,31.9721615
5/5/15,18.97216063
5/4/15,25.00077975
5/3/15,33.4595151
5/2/15,25.5426539
5/1/15,21.56572279
4/30/15,17.33090071
4/29/15,23.02222526
4/28/15,17.99872793
4/27/15,20.07756642
4/26/15,16.08096717
4/25/15,22.76422796
4/24/15,23.77723936
4/23/15,15.62202218
4/22/15,16.06445356
4/21/15,32.09442811
4/20/15,31.47121399
4/19/15,20.01902441
4/18/15,33.86254764
4/17/15,19.80047896
4/16/15,17.38977399
4/15/15,15.71958857
4/14/15,13.2314105
4/13/15,17.06654887
4/12/15,39.76093771
4/11/15,37.85594768
4/10/15,15.55200603
4/9/15,22.97701294
4/8/15,19.23540393
4/7/15,33.18008275
4/6/15,18.10845438
4/5/15,18.20071809
4/4/15,34.92250373
4/3/15,20.51141862
4/2/15,25.81833674
4/1/15,29.27033999
3/31/15,21.90903207
3/30/15,20.9180662
3/29/15,22.30431339
3/28/15,23.20537387
3/27/15,32.07965682
3/26/15,25.29451759
3/25/15,14.60362264
3/24/15,11.93765283
3/23/15,17.95137494
3/22/15,33.84654908
3/21/15,29.25530404
3/20/15,21.2560914
3/19/15,11.8949907
3/18/15,15.10911393
3/17/15,29.01621167
3/16/15,19.42951422
3/15/15,35.99828959
3/14/15,25.68286942
3/13/15,19.63573956
3/12/15,26.69465706
3/11/15,35.63698137
3/10/15,19.23580647
3/9/15,18.29638661
3/8/15,60.04032481
3/7/15,43.99820902
3/6/15,21.14214339
3/5/15,17.33224472
3/4/15,16.02504432
3/3/15,10.32459274
3/2/15,12.17080778
3/1/15,23.45008376
2/28/15,17.6567538
2/27/15,10.83851938
2/26/15,27.82740654
2/25/15,39.38662857
2/24/15,26.90823267
2/23/15,21.74478663
2/22/15,18.66035332
2/21/15,40.86833714
2/20/15,13.49572543
2/19/15,23.03498841
2/18/15,12.63231668
2/17/15,12.62790755
2/16/15,10.14774081
2/15/15,5.711346462
2/14/15,11.56046276
2/13/15,11.88514568
2/12/15,20.1127835
2/11/15,18.88485478
2/10/15,21.33422605
2/9/15,11.16390983
2/8/15,8.823693096
2/7/15,22.86974404
2/6/15,17.54063837
2/5/15,14.51102234
2/4/15,11.00481246
2/3/15,12.33549745
2/2/15,8.754825755
2/1/15,8.439225038
1/31/15,11.3106382
1/30/15,8.192791155
1/29/15,7.034051573
1/28/15,10.59283683
1/27/15,9.527843641
1/26/15,6.305217638
1/25/15,5.287692602
1/24/15,16.78220677
1/23/15,11.94668635
1/22/15,7.707929386
1/21/15,29.82780761
1/20/15,12.12982319
1/19/15,12.14376451
1/18/15,8.639732751
1/17/15,8.20244248
1/16/15,5.568507434
1/15/15,4.016474762
1/14/15,3.965760242
1/13/15,7.324956241
1/12/15,15.18365317
1/11/15,13.96526845
1/10/15,6.769216171
1/9/15,7.249562641
1/8/15,4.783645261
1/7/15,6.58869469
1/6/15,5.243817392
1/5/15,5.815939254
1/4/15,6.928968456
1/3/15,15.03866043
1/2/15,27.85097189
1/1/15,16.17956437
12/31/14,22.67645861
12/30/14,20.46636754
12/29/14,25.74398909
12/28/14,16.92033941
12/27/14,14.6031456
12/26/14,22.98013234
12/25/14,24.81056994
12/24/14,34.05519086
12/23/14,24.31491823
12/22/14,15.61879278
12/21/14,17.45943528
12/20/14,11.60507848
12/19/14,11.32434648
12/18/14,12.08557071
12/17/14,10.04818742
12/16/14,10.83735812
12/15/14,17.83847314
12/14/14,19.82989175
12/13/14,23.03311055
12/12/14,17.85454484
12/11/14,11.03707186
12/10/14,30.07059301
12/9/14,14.55705644
12/8/14,22.12137617
12/7/14,46.2953659
12/6/14,42.56682898
12/5/14,34.38330897
12/4/14,15.86160455
12/3/14,25.08974558
12/2/14,53.41007266
12/1/14,28.31345762
11/30/14,28.41226808
11/29/14,20.26909192
11/28/14,36.91104783
11/27/14,14.07585198
11/26/14,14.67680699
11/25/14,9.933735766
11/24/14,8.325514912
11/23/14,15.99143819
11/22/14,16.73570239
11/21/14,10.30163247
11/20/14,10.73929106
11/19/14,12.97818955
11/18/14,14.23743337
11/17/14,8.042233431
11/16/14,11.19483548
11/15/14,12.28220767
11/14/14,8.699010704
11/13/14,6.193075918
11/12/14,6.598845258
11/11/14,15.1349558
11/10/14,8.855247913
11/9/14,11.89011551
11/8/14,32.28378951
11/7/14,16.8294631
11/6/14,11.38294881
11/5/14,15.85954156
11/4/14,10.54937325
11/3/14,11.83342196
11/2/14,8.406839073
11/1/14,9.234226815
10/31/14,10.99209809
10/30/14,12.69952499
10/29/14,11.5337786
10/28/14,15.79052278
10/27/14,15.48783168
10/26/14,11.21426542
10/25/14,11.19964567
10/24/14,8.258285982
10/23/14,7.894499824
10/22/14,22.10256445
10/21/14,12.78046892
10/20/14,11.49536584
10/19/14,22.22946448
10/18/14,14.36061809
10/17/14,9.14787117
10/16/14,7.017930373
10/15/14,6.870478227
10/14/14,6.806419041
10/13/14,7.647887377
10/12/14,9.915006671
10/11/14,17.1975145
10/10/14,5.889951485
10/9/14,5.596289509
10/8/14,6.844750032
10/7/14,6.335299761
10/6/14,2.955020292
10/5/14,4.507393924
10/4/14,6.384779782
10/3/14,8.09635293
10/2/14,12.94333783
10/1/14,8.023963057
9/30/14,9.467950439
9/29/14,8.002705426
9/28/14,8.891905835
9/27/14,14.32192365
9/26/14,11.37602861
9/25/14,7.309675517
9/24/14,4.45571912
9/23/14,8.024381124
9/22/14,6.978428858
9/21/14,9.521834317
9/20/14,6.809040604
9/19/14,5.552691559
9/18/14,9.936696508
9/17/14,10.18132495
9/16/14,15.70777948
9/15/14,18.79464061
9/14/14,17.83907458
9/13/14,11.69910266
9/12/14,12.91249319
9/11/14,11.79020737
9/10/14,9.423884224
9/9/14,15.56757032
9/8/14,8.123460257
9/7/14,22.01596866
9/6/14,29.04072058
9/5/14,8.547400518
9/4/14,8.590812223
9/3/14,18.66692194
9/2/14,16.37700941
9/1/14,9.426398505
8/31/14,7.047459465
8/30/14,27.96314059
8/29/14,10.00150356
8/28/14,16.24329753
8/27/14,15.87702968
8/26/14,13.88218809
8/25/14,19.33884161
8/24/14,8.12947149
8/23/14,7.457570375
8/22/14,9.165195384
8/21/14,7.027693479
8/20/14,6.436250683
8/19/14,6.547400463
8/18/14,5.901369975
8/17/14,6.734691279
8/16/14,8.937238579
8/15/14,8.253540969
8/14/14,5.591133378
8/13/14,5.117228921
8/12/14,13.36134937
8/11/14,18.19832269
8/10/14,18.74643168
8/9/14,46.31085567
8/8/14,15.34105066
8/7/14,18.67681695
8/6/14,14.70923404
8/5/14,19.51320726
8/4/14,26.75127256
8/3/14,16.86627606
8/2/14,15.97751744
8/1/14,13.85985734
7/31/14,7.128579961
7/30/14,10.59143471
7/29/14,15.80643952
7/28/14,8.002704514
7/27/14,13.89055865
7/26/14,12.52246413
7/25/14,14.19807108
7/24/14,10.08784026
7/23/14,25.21198199
7/22/14,31.53281832
7/21/14,22.05805448
7/20/14,26.02788555
7/19/14,24.29579426
7/18/14,21.01145454
7/17/14,10.92245109
7/16/14,24.8867083
7/15/14,19.65513719
7/14/14,18.77015135
7/13/14,15.0101676
7/12/14,10.45980023
7/11/14,14.38467706
7/10/14,11.96334553
7/9/14,37.09631681
7/8/14,30.52647004
7/7/14,9.307779629
7/6/14,13.89030885
7/5/14,20.32105909
7/4/14,8.783439237
7/3/14,19.56850461
7/2/14,15.73138001
7/1/14,12.4289986
6/30/14,7.274023079
6/29/14,29.25733591
6/28/14,10.42691561
6/27/14,10.10516896
6/26/14,20.74134285
6/25/14,10.48040998
6/24/14,56.45215013
6/23/14,16.71049651
6/22/14,12.05162768
6/21/14,15.63783753
6/20/14,9.073463554
6/19/14,26.29778582
6/18/14,9.563380632
6/17/14,13.71491821
6/16/14,5.704594002
6/15/14,8.336352097
6/14/14,4.479419183
6/13/14,8.405622307
6/12/14,17.07643485
6/11/14,19.13829601
6/10/14,25.742436
6/9/14,9.216351548
6/8/14,18.185893
6/7/14,7.583174267
6/6/14,19.53824711
6/5/14,8.885211759
6/4/14,5.838967683
6/3/14,5.582287784
6/2/14,4.209523291
6/1/14,6.69246498
5/31/14,6.334159841
5/30/14,6.236601818
5/29/14,8.500431015
5/28/14,15.71347267
5/27/14,6.082375607
5/26/14,9.482191944
5/25/14,5.738083717
5/24/14,42.3948079
5/23/14,6.561707977
5/22/14,6.650369872
5/21/14,8.990413682
5/20/14,5.238816748
5/19/14,17.17921859
5/18/14,21.46219054
5/17/14,16.32203002
5/16/14,20.62588276
5/15/14,16.3237182
5/14/14,18.73715417
5/13/14,14.00142809
5/12/14,14.07563455
5/11/14,5.302534939
5/10/14,13.12996055
5/9/14,10.43470883
5/8/14,9.712813605
5/7/14,9.913936917
5/6/14,8.842227704
5/5/14,7.294446398
5/4/14,10.33634265
5/3/14,9.265211963
5/2/14,8.850805131
5/1/14,7.122258795
4/30/14,6.669092765
4/29/14,7.354539649
4/28/14,6.286986475
4/27/14,9.031076937
4/26/14,6.694092514
4/25/14,3.851802728
4/24/14,12.58030402
4/23/14,17.07357714
4/22/14,12.44246863
4/21/14,16.74034844
4/20/14,6.674476089
4/19/14,5.909539244
4/18/14,5.975108907
4/17/14,6.004099397
4/16/14,4.982828176
4/15/14,4.233253421
4/14/14,3.27059484
4/13/14,5.325934043
4/12/14,5.116805023
4/11/14,3.770602669
4/10/14,6.092423231
4/9/14,10.78487282
4/8/14,18.89992819
4/7/14,11.54455324
4/6/14,12.01473302
4/5/14,21.90379617
4/4/14,7.432092166
4/3/14,4.966133292
4/2/14,4.049792424
4/1/14,4.947824085
3/31/14,5.631575174
3/30/14,3.703815655
3/29/14,5.775964096
3/28/14,3.962441425
3/27/14,4.658695507
3/26/14,7.356126208
3/25/14,7.172756439
3/24/14,8.188177674
3/23/14,5.899085593
3/22/14,5.361107176
3/21/14,4.791309107
3/20/14,13.27467971
3/19/14,16.51166674
3/18/14,12.22893975
3/17/14,10.84711641
3/16/14,17.97954481
3/15/14,46.92453826
3/14/14,26.31172145
3/13/14,48.57810374
3/12/14,20.62187547
3/11/14,38.7830971
3/10/14,49.58621236
3/9/14,15.3623137
3/8/14,38.36522371
3/7/14,50.18181421
3/6/14,12.18044217
3/5/14,8.388916456
3/4/14,4.709842072
3/3/14,2.674142095
3/2/14,14.87464922
3/1/14,3.88889535
2/28/14,7.505160289
2/27/14,5.9736239
2/26/14,2.617029362
2/25/14,4.900910598
2/24/14,3.54807218
2/23/14,4.58846582
2/22/14,4.471239848
2/21/14,2.9761154
2/20/14,3.206797219
2/19/14,13.08881095
2/18/14,7.266739375
2/17/14,3.445245798
2/16/14,5.039248365
2/15/14,3.359648634
2/14/14,1.891654556
2/13/14,4.963902913
2/12/14,2.842298962
2/11/14,5.27103806
2/10/14,1.772793333
2/9/14,4.868655577
2/8/14,6.201809567
2/7/14,2.223457651
2/6/14,10.44661668
2/5/14,25.67113384
2/4/14,15.43148174
2/3/14,10.48822661
2/2/14,12.74307349
2/1/14,9.738603473
1/31/14,7.507783376
1/30/14,7.174391334
1/29/14,8.323683386
1/28/14,4.717059703
1/27/14,7.945677065
1/26/14,6.049851281
1/25/14,9.137182653
1/24/14,8.67357347
1/23/14,11.96171222
1/22/14,9.943571098
1/21/14,17.89777021
1/20/14,13.88535941
1/19/14,7.786710702
1/18/14,5.613872501
1/17/14,6.137770748
1/16/14,13.69104337
1/15/14,10.17974761
1/14/14,8.282708954
1/13/14,5.463781264
1/12/14,5.964504695
1/11/14,5.164687976
1/10/14,4.222560427
1/9/14,4.757400531
1/8/14,3.508737138
1/7/14,5.112232752
1/6/14,6.049434031
1/5/14,7.661398638
1/4/14,11.38832761
1/3/14,9.403503293
1/2/14,12.95351637
1/1/14,9.204179935
12/31/13,11.91514604
12/30/13,14.40361668
12/29/13,7.79084395
12/28/13,6.731288645
12/27/13,4.842236686
12/26/13,4.599053295
12/25/13,52.19795433
12/24/13,8.133698063
12/23/13,11.99981526
12/22/13,8.683007834
12/21/13,8.626367798
12/20/13,6.409458389
12/19/13,3.673253722
12/18/13,2.74244112
12/17/13,3.531890727
12/16/13,6.421667672
12/15/13,9.774161215
12/14/13,13.85121153
12/13/13,7.332712099
12/12/13,6.729563937
12/11/13,6.922699833
12/10/13,8.513604286
12/9/13,4.457416229
12/8/13,7.204995946
12/7/13,2.986796962
12/6/13,9.76374046
12/5/13,4.716593871
12/4/13,13.84003649
12/3/13,10.50212424
12/2/13,3.351552106
12/1/13,6.855226755
11/30/13,14.61687984
11/29/13,14.96410761
11/28/13,8.339035616
11/27/13,11.3435576
11/26/13,8.856088824
11/25/13,12.88571017
11/24/13,11.16210512
11/23/13,9.082548588
11/22/13,24.3199958
11/21/13,7.14738987
11/20/13,6.46165208
11/19/13,4.60034967
11/18/13,6.938557227
11/17/13,8.402443967
11/16/13,7.319230668
11/15/13,9.163201901
11/14/13,8.727603121
11/13/13,6.247667863
11/12/13,11.79430909
11/11/13,5.261439236
11/10/13,3.338215438
11/9/13,7.280314123
11/8/13,7.491980923
11/7/13,6.299508556
11/6/13,4.982443967
11/5/13,10.58830756
11/4/13,8.165780517
11/3/13,15.42302627
11/2/13,17.75128807
11/1/13,19.29490699
10/31/13,8.461240843
10/30/13,7.132358275
10/29/13,19.21033592
10/28/13,8.517690515
10/27/13,18.90274763
10/26/13,13.14350859
10/25/13,10.08302483
10/24/13,4.5933272
10/23/13,9.943555112
10/22/13,8.036927428
10/21/13,6.612508532
10/20/13,15.98226084
10/19/13,5.257508627
10/18/13,6.823145263
10/17/13,8.789429289
10/16/13,6.65507344
10/15/13,14.23836103
10/14/13,6.652452476
10/13/13,12.17396724
10/12/13,19.39605297
10/11/13,20.17962396
10/10/13,9.964677784
10/9/13,9.075253815
10/8/13,10.3013778
10/7/13,28.34426676
10/6/13,25.01866981
10/5/13,24.50641007
10/4/13,9.411382946
10/3/13,6.355705521
10/2/13,9.742270626
10/1/13,27.4396804
9/30/13,11.6131339
9/29/13,28.27722245
9/28/13,15.75817787
9/27/13,14.33757836
9/26/13,20.77458389
9/25/13,17.50045279
9/24/13,31.87765652
9/23/13,21.67784918
9/22/13,37.9698946
9/21/13,21.50555664
9/20/13,13.68623994
9/19/13,15.98575923
9/18/13,15.886093
9/17/13,18.08646028
9/16/13,16.37322347
9/15/13,11.74806819
9/14/13,13.18315834
9/13/13,13.39327403
9/12/13,9.08128011
9/11/13,9.745601124
9/10/13,9.413476119
9/9/13,7.380485692
9/8/13,15.19633217
9/7/13,6.710500038
9/6/13,9.628270823
9/5/13,7.167571547
9/4/13,24.71531817
9/3/13,13.35151065
9/2/13,16.71486702
9/1/13,10.50533919
8/31/13,8.893397621
8/30/13,11.88886399
8/29/13,21.80743662
8/28/13,17.96352436
8/27/13,9.523095494
8/26/13,16.17529769
8/25/13,13.02692573
8/24/13,25.56789798
8/23/13,14.02769186
8/22/13,12.31452614
8/21/13,9.859569516
8/20/13,17.4166659
8/19/13,9.86359278
8/18/13,19.94804816
8/17/13,20.81609271
8/16/13,19.53695893
8/15/13,17.45678524
8/14/13,9.102239639
8/13/13,11.18994411
8/12/13,28.36947244
8/11/13,21.25343132
8/10/13,22.33699792
8/9/13,10.53872871
8/8/13,7.416629486
8/7/13,16.71957263
8/6/13,15.29326172
8/5/13,9.615709985
8/4/13,18.10640741
8/3/13,25.77059037
8/2/13,5.790044974
8/1/13,15.39218192
7/31/13,4.814439226
7/30/13,11.48202576
7/29/13,5.78976966
7/28/13,3.211616442
7/27/13,9.627800557
7/26/13,17.57209419
7/25/13,7.899470551
7/24/13,19.96448574
7/23/13,12.54277353
7/22/13,29.85204479
7/21/13,12.40318998
7/20/13,9.433804335
7/19/13,12.79030193
7/18/13,5.796806705
7/17/13,23.09428084
7/16/13,12.18349637
7/15/13,4.505996606
7/14/13,9.736623908
7/13/13,7.27787824
7/12/13,3.467801997
7/11/13,2.760819566
7/10/13,13.66021493
7/9/13,11.49315451
7/8/13,2.699097438
7/7/13,5.394936373
7/6/13,3.557768317
7/5/13,5.864496939
7/4/13,3.423391845
7/3/13,6.334992042
7/2/13,6.602887771
7/1/13,5.638023866
6/30/13,7.9768448
6/29/13,3.930701239
6/28/13,4.249724909
6/27/13,14.84022234
6/26/13,8.603119289
6/25/13,1.61506271
6/24/13,6.024959802
6/23/13,9.61920411
6/22/13,12.40817019
6/21/13,4.219812371
6/20/13,4.038470524
6/19/13,5.259798141
6/18/13,2.781965241
6/17/13,8.914187986
6/16/13,8.17347155
6/15/13,6.542950783
6/14/13,3.538785925
6/13/13,13.43475429
6/12/13,9.389221232
6/11/13,9.734305463
6/10/13,1.903722252
6/9/13,1.780726487
6/8/13,5.942491715
6/7/13,3.397225814
6/6/13,10.28824682
6/5/13,11.60712939
6/4/13,8.955943511
6/3/13,6.247908378
6/2/13,1.180958349
6/1/13,7.858535675
5/31/13,7.626621839
5/30/13,7.161465564
5/29/13,12.13872264
5/28/13,3.246374861
5/27/13,5.360353014
5/26/13,3.038758897
5/25/13,8.421219333
5/24/13,3.784568931
5/23/13,5.823117583
5/22/13,8.075404652
5/21/13,10.25717926
5/20/13,7.424780393
5/19/13,6.202729212
5/18/13,5.708296134
5/17/13,2.257061917
5/16/13,5.328346131
5/15/13,1.661742038
5/14/13,7.848502591
5/13/13,10.98962068
5/12/13,8.166061619
5/11/13,7.815118231
5/10/13,2.659271346
5/9/13,2.866620396
